{'relicTier': 'Axi', 'relicName': 'A1', 'relicState': 'Intact', 'itemName': 'Akstiletto Prime Barrel', 'rarity': 'Uncommon', 'chance': 11, 'tablename': 'relics'}
{'relicTier': 'Axi', 'relicName': 'A3', 'relicState': 'Radiant', 'itemName': 'Braton Prime Barrel', 'rarity': 'Uncommon', 'chance': 16.67, 'tablename': 'relics'}
{'relicTier': 'Axi', 'relicName': 'A3', 'relicState': 'Radiant', 'itemName': 'Helios Prime Carapace', 'rarity': 'Uncommon', 'chance': 16.67, 'tablename': 'relics'}
{'relicTier': 'Axi', 'relicName': 'A3', 'relicState': 'Radiant', 'itemName': 'Kogake Prime Boot', 'rarity': 'Uncommon', 'chance': 16.67, 'tablename': 'relics'}
{'relicTier': 'Axi', 'relicName': 'A4', 'relicState': 'Intact', 'itemName': 'Akbolto Prime Receiver', 'rarity': 'Rare', 'chance': 2, 'tablename': 'relics'}
{'relicTier': 'Axi', 'relicName': 'A4', 'relicState': 'Intact', 'itemName': 'Fang Prime Handle', 'rarity': 'Uncommon', 'chance': 11, 'tablename': 'relics'}
{'relicTier': 'Axi', 'relicName': 'A4', 'relicState': 'Intact', 'itemName': 'Ballistica Prime String', 'rarity': 'Uncommon', 'chance': 11, 'tablename': 'relics'}
{'relicTier': 'Axi', 'relicName': 'A4', 'relicState': 'Intact', 'itemName': 'Braton Prime Stock', 'rarity': 'Uncommon', 'chance': 25.33, 'tablename': 'relics'}
{'relicTier': 'Axi', 'relicName': 'A4', 'relicState': 'Intact', 'itemName': 'Forma Blueprint', 'rarity': 'Uncommon', 'chance': 25.33, 'tablename': 'relics'}
{'relicTier': 'Axi', 'relicName': 'A4', 'relicState': 'Intact', 'itemName': 'Zephyr Prime Neuroptics Blueprint', 'rarity': 'Uncommon', 'chance': 25.33, 'tablename': 'relics'}
{'relicTier': 'Axi', 'relicName': 'A4', 'relicState': 'Exceptional', 'itemName': 'Akbolto Prime Receiver', 'rarity': 'Rare', 'chance': 4, 'tablename': 'relics'}
{'relicTier': 'Axi', 'relicName': 'A4', 'relicState': 'Exceptional', 'itemName': 'Fang Prime Handle', 'rarity': 'Uncommon', 'chance': 13, 'tablename': 'relics'}
{'relicTier': 'Axi', 'relicName': 'A4', 'relicState': 'Exceptional', 'itemName': 'Ballistica Prime String', 'rarity': 'Uncommon', 'chance': 13, 'tablename': 'relics'}
{'relicTier': 'Axi', 'relicName': 'A4', 'relicState': 'Exceptional', 'itemName': 'Braton Prime Stock', 'rarity': 'Uncommon', 'chance': 23.33, 'tablename': 'relics'}
{'relicTier': 'Axi', 'relicName': 'A4', 'relicState': 'Exceptional', 'itemName': 'Forma Blueprint', 'rarity': 'Uncommon', 'chance': 23.33, 'tablename': 'relics'}
{'relicTier': 'Axi', 'relicName': 'A4', 'relicState': 'Exceptional', 'itemName': 'Zephyr Prime Neuroptics Blueprint', 'rarity': 'Uncommon', 'chance': 23.33, 'tablename': 'relics'}
{'relicTier': 'Axi', 'relicName': 'A4', 'relicState': 'Flawless', 'itemName': 'Akbolto Prime Receiver', 'rarity': 'Rare', 'chance': 6, 'tablename': 'relics'}
{'relicTier': 'Axi', 'relicName': 'A4', 'relicState': 'Flawless', 'itemName': 'Fang Prime Handle', 'rarity': 'Uncommon', 'chance': 17, 'tablename': 'relics'}
{'relicTier': 'Axi', 'relicName': 'A4', 'relicState': 'Flawless', 'itemName': 'Ballistica Prime String', 'rarity': 'Uncommon', 'chance': 17, 'tablename': 'relics'}
{'relicTier': 'Axi', 'relicName': 'A4', 'relicState': 'Flawless', 'itemName': 'Braton Prime Stock', 'rarity': 'Uncommon', 'chance': 20, 'tablename': 'relics'}
{'relicTier': 'Axi', 'relicName': 'A4', 'relicState': 'Flawless', 'itemName': 'Forma Blueprint', 'rarity': 'Uncommon', 'chance': 20, 'tablename': 'relics'}
{'relicTier': 'Axi', 'relicName': 'A4', 'relicState': 'Flawless', 'itemName': 'Zephyr Prime Neuroptics Blueprint', 'rarity': 'Uncommon', 'chance': 20, 'tablename': 'relics'}
{'relicTier': 'Axi', 'relicName': 'A4', 'relicState': 'Radiant', 'itemName': 'Akbolto Prime Receiver', 'rarity': 'Uncommon', 'chance': 10, 'tablename': 'relics'}
{'relicTier': 'Axi', 'relicName': 'A4', 'relicState': 'Radiant', 'itemName': 'Fang Prime Handle', 'rarity': 'Uncommon', 'chance': 20, 'tablename': 'relics'}
{'relicTier': 'Axi', 'relicName': 'A4', 'relicState': 'Radiant', 'itemName': 'Ballistica Prime String', 'rarity': 'Uncommon', 'chance': 20, 'tablename': 'relics'}
{'relicTier': 'Axi', 'relicName': 'A4', 'relicState': 'Radiant', 'itemName': 'Braton Prime Stock', 'rarity': 'Uncommon', 'chance': 16.67, 'tablename': 'relics'}
{'relicTier': 'Axi', 'relicName': 'A4', 'relicState': 'Radiant', 'itemName': 'Forma Blueprint', 'rarity': 'Uncommon', 'chance': 16.67, 'tablename': 'relics'}
{'relicTier': 'Axi', 'relicName': 'A4', 'relicState': 'Radiant', 'itemName': 'Zephyr Prime Neuroptics Blueprint', 'rarity': 'Uncommon', 'chance': 16.67, 'tablename': 'relics'}
{'relicTier': 'Axi', 'relicName': 'A5', 'relicState': 'Intact', 'itemName': 'Akvasto Prime Blueprint', 'rarity': 'Rare', 'chance': 2, 'tablename': 'relics'}
{'relicTier': 'Axi', 'relicName': 'A5', 'relicState': 'Intact', 'itemName': 'Vasto Prime Blueprint', 'rarity': 'Uncommon', 'chance': 11, 'tablename': 'relics'}
{'relicTier': 'Axi', 'relicName': 'A5', 'relicState': 'Intact', 'itemName': 'Akvasto Prime Link', 'rarity': 'Uncommon', 'chance': 11, 'tablename': 'relics'}
{'relicTier': 'Axi', 'relicName': 'A5', 'relicState': 'Intact', 'itemName': 'Vasto Prime Barrel', 'rarity': 'Uncommon', 'chance': 25.33, 'tablename': 'relics'}
{'relicTier': 'Axi', 'relicName': 'A5', 'relicState': 'Intact', 'itemName': 'Vasto Prime Receiver', 'rarity': 'Uncommon', 'chance': 25.33, 'tablename': 'relics'}
{'relicTier': 'Axi', 'relicName': 'A5', 'relicState': 'Intact', 'itemName': 'Forma Blueprint', 'rarity': 'Uncommon', 'chance': 25.33, 'tablename': 'relics'}
{'relicTier': 'Axi', 'relicName': 'A5', 'relicState': 'Exceptional', 'itemName': 'Akvasto Prime Blueprint', 'rarity': 'Rare', 'chance': 4, 'tablename': 'relics'}
{'relicTier': 'Axi', 'relicName': 'A5', 'relicState': 'Exceptional', 'itemName': 'Vasto Prime Blueprint', 'rarity': 'Uncommon', 'chance': 13, 'tablename': 'relics'}
{'relicTier': 'Axi', 'relicName': 'A5', 'relicState': 'Exceptional', 'itemName': 'Akvasto Prime Link', 'rarity': 'Uncommon', 'chance': 13, 'tablename': 'relics'}
{'relicTier': 'Axi', 'relicName': 'A5', 'relicState': 'Exceptional', 'itemName': 'Vasto Prime Barrel', 'rarity': 'Uncommon', 'chance': 23.33, 'tablename': 'relics'}
{'relicTier': 'Axi', 'relicName': 'A5', 'relicState': 'Exceptional', 'itemName': 'Vasto Prime Receiver', 'rarity': 'Uncommon', 'chance': 23.33, 'tablename': 'relics'}
{'relicTier': 'Axi', 'relicName': 'A5', 'relicState': 'Exceptional', 'itemName': 'Forma Blueprint', 'rarity': 'Uncommon', 'chance': 23.33, 'tablename': 'relics'}
{'relicTier': 'Axi', 'relicName': 'A5', 'relicState': 'Flawless', 'itemName': 'Akvasto Prime Blueprint', 'rarity': 'Rare', 'chance': 6, 'tablename': 'relics'}
{'relicTier': 'Axi', 'relicName': 'A5', 'relicState': 'Flawless', 'itemName': 'Vasto Prime Blueprint', 'rarity': 'Uncommon', 'chance': 17, 'tablename': 'relics'}
{'relicTier': 'Axi', 'relicName': 'A5', 'relicState': 'Flawless', 'itemName': 'Akvasto Prime Link', 'rarity': 'Uncommon', 'chance': 17, 'tablename': 'relics'}
{'relicTier': 'Axi', 'relicName': 'A5', 'relicState': 'Flawless', 'itemName': 'Vasto Prime Barrel', 'rarity': 'Uncommon', 'chance': 20, 'tablename': 'relics'}
{'relicTier': 'Axi', 'relicName': 'A5', 'relicState': 'Flawless', 'itemName': 'Vasto Prime Receiver', 'rarity': 'Uncommon', 'chance': 20, 'tablename': 'relics'}
{'relicTier': 'Axi', 'relicName': 'A5', 'relicState': 'Flawless', 'itemName': 'Forma Blueprint', 'rarity': 'Uncommon', 'chance': 20, 'tablename': 'relics'}
{'relicTier': 'Axi', 'relicName': 'A5', 'relicState': 'Radiant', 'itemName': 'Akvasto Prime Blueprint', 'rarity': 'Uncommon', 'chance': 10, 'tablename': 'relics'}
{'relicTier': 'Axi', 'relicName': 'A5', 'relicState': 'Radiant', 'itemName': 'Vasto Prime Blueprint', 'rarity': 'Uncommon', 'chance': 20, 'tablename': 'relics'}
{'relicTier': 'Axi', 'relicName': 'A5', 'relicState': 'Radiant', 'itemName': 'Akvasto Prime Link', 'rarity': 'Uncommon', 'chance': 20, 'tablename': 'relics'}
{'relicTier': 'Axi', 'relicName': 'A5', 'relicState': 'Radiant', 'itemName': 'Vasto Prime Barrel', 'rarity': 'Uncommon', 'chance': 16.67, 'tablename': 'relics'}
{'relicTier': 'Axi', 'relicName': 'A5', 'relicState': 'Radiant', 'itemName': 'Vasto Prime Receiver', 'rarity': 'Uncommon', 'chance': 16.67, 'tablename': 'relics'}
{'relicTier': 'Axi', 'relicName': 'A5', 'relicState': 'Radiant', 'itemName': 'Forma Blueprint', 'rarity': 'Uncommon', 'chance': 16.67, 'tablename': 'relics'}
{'relicTier': 'Axi', 'relicName': 'A6', 'relicState': 'Intact', 'itemName': 'Atlas Prime Neuroptics Blueprint', 'rarity': 'Rare', 'chance': 2, 'tablename': 'relics'}
{'relicTier': 'Axi', 'relicName': 'A6', 'relicState': 'Intact', 'itemName': 'Zhuge Prime Blueprint', 'rarity': 'Uncommon', 'chance': 11, 'tablename': 'relics'}
{'relicTier': 'Axi', 'relicName': 'A6', 'relicState': 'Intact', 'itemName': 'Tipedo Prime Ornament', 'rarity': 'Uncommon', 'chance': 11, 'tablename': 'relics'}
{'relicTier': 'Axi', 'relicName': 'A6', 'relicState': 'Intact', 'itemName': 'Orthos Prime Handle', 'rarity': 'Uncommon', 'chance': 25.33, 'tablename': 'relics'}
{'relicTier': 'Axi', 'relicName': 'A6', 'relicState': 'Intact', 'itemName': 'Braton Prime Stock', 'rarity': 'Uncommon', 'chance': 25.33, 'tablename': 'relics'}
{'relicTier': 'Axi', 'relicName': 'A6', 'relicState': 'Intact', 'itemName': 'Chroma Prime Blueprint', 'rarity': 'Uncommon', 'chance': 25.33, 'tablename': 'relics'}
{'relicTier': 'Axi', 'relicName': 'A6', 'relicState': 'Exceptional', 'itemName': 'Atlas Prime Neuroptics Blueprint', 'rarity': 'Rare', 'chance': 4, 'tablename': 'relics'}
{'relicTier': 'Axi', 'relicName': 'A6', 'relicState': 'Exceptional', 'itemName': 'Zhuge Prime Blueprint', 'rarity': 'Uncommon', 'chance': 13, 'tablename': 'relics'}
{'relicTier': 'Axi', 'relicName': 'A6', 'relicState': 'Exceptional', 'itemName': 'Tipedo Prime Ornament', 'rarity': 'Uncommon', 'chance': 13, 'tablename': 'relics'}
{'relicTier': 'Axi', 'relicName': 'A6', 'relicState': 'Exceptional', 'itemName': 'Orthos Prime Handle', 'rarity': 'Uncommon', 'chance': 23.33, 'tablename': 'relics'}
{'relicTier': 'Axi', 'relicName': 'A6', 'relicState': 'Exceptional', 'itemName': 'Braton Prime Stock', 'rarity': 'Uncommon', 'chance': 23.33, 'tablename': 'relics'}
{'relicTier': 'Axi', 'relicName': 'A6', 'relicState': 'Exceptional', 'itemName': 'Chroma Prime Blueprint', 'rarity': 'Uncommon', 'chance': 23.33, 'tablename': 'relics'}
{'relicTier': 'Axi', 'relicName': 'A6', 'relicState': 'Flawless', 'itemName': 'Atlas Prime Neuroptics Blueprint', 'rarity': 'Rare', 'chance': 6, 'tablename': 'relics'}
{'relicTier': 'Axi', 'relicName': 'A6', 'relicState': 'Flawless', 'itemName': 'Zhuge Prime Blueprint', 'rarity': 'Uncommon', 'chance': 17, 'tablename': 'relics'}
{'relicTier': 'Axi', 'relicName': 'A6', 'relicState': 'Flawless', 'itemName': 'Tipedo Prime Ornament', 'rarity': 'Uncommon', 'chance': 17, 'tablename': 'relics'}
{'relicTier': 'Axi', 'relicName': 'A6', 'relicState': 'Flawless', 'itemName': 'Orthos Prime Handle', 'rarity': 'Uncommon', 'chance': 20, 'tablename': 'relics'}
{'relicTier': 'Axi', 'relicName': 'A6', 'relicState': 'Flawless', 'itemName': 'Braton Prime Stock', 'rarity': 'Uncommon', 'chance': 20, 'tablename': 'relics'}
{'relicTier': 'Axi', 'relicName': 'A6', 'relicState': 'Flawless', 'itemName': 'Chroma Prime Blueprint', 'rarity': 'Uncommon', 'chance': 20, 'tablename': 'relics'}
{'relicTier': 'Axi', 'relicName': 'A6', 'relicState': 'Radiant', 'itemName': 'Atlas Prime Neuroptics Blueprint', 'rarity': 'Uncommon', 'chance': 10, 'tablename': 'relics'}
{'relicTier': 'Axi', 'relicName': 'A6', 'relicState': 'Radiant', 'itemName': 'Zhuge Prime Blueprint', 'rarity': 'Uncommon', 'chance': 20, 'tablename': 'relics'}
{'relicTier': 'Axi', 'relicName': 'A6', 'relicState': 'Radiant', 'itemName': 'Tipedo Prime Ornament', 'rarity': 'Uncommon', 'chance': 20, 'tablename': 'relics'}
{'relicTier': 'Axi', 'relicName': 'A6', 'relicState': 'Radiant', 'itemName': 'Orthos Prime Handle', 'rarity': 'Uncommon', 'chance': 16.67, 'tablename': 'relics'}
{'relicTier': 'Axi', 'relicName': 'A6', 'relicState': 'Radiant', 'itemName': 'Braton Prime Stock', 'rarity': 'Uncommon', 'chance': 16.67, 'tablename': 'relics'}
{'relicTier': 'Axi', 'relicName': 'A6', 'relicState': 'Radiant', 'itemName': 'Chroma Prime Blueprint', 'rarity': 'Uncommon', 'chance': 16.67, 'tablename': 'relics'}
{'relicTier': 'Axi', 'relicName': 'A7', 'relicState': 'Intact', 'itemName': 'Ash Prime Systems Blueprint', 'rarity': 'Rare', 'chance': 2, 'tablename': 'relics'}
{'relicTier': 'Axi', 'relicName': 'A7', 'relicState': 'Intact', 'itemName': 'Fragor Prime Blueprint', 'rarity': 'Uncommon', 'chance': 11, 'tablename': 'relics'}
{'relicTier': 'Axi', 'relicName': 'A7', 'relicState': 'Intact', 'itemName': '2X Forma Blueprint', 'rarity': 'Uncommon', 'chance': 11, 'tablename': 'relics'}
{'relicTier': 'Axi', 'relicName': 'A7', 'relicState': 'Intact', 'itemName': 'Carrier Prime Systems', 'rarity': 'Uncommon', 'chance': 25.33, 'tablename': 'relics'}
{'relicTier': 'Axi', 'relicName': 'A7', 'relicState': 'Intact', 'itemName': 'Braton Prime Blueprint', 'rarity': 'Uncommon', 'chance': 25.33, 'tablename': 'relics'}
{'relicTier': 'Axi', 'relicName': 'A7', 'relicState': 'Intact', 'itemName': 'Akstiletto Prime Receiver', 'rarity': 'Uncommon', 'chance': 25.33, 'tablename': 'relics'}
{'relicTier': 'Axi', 'relicName': 'A7', 'relicState': 'Exceptional', 'itemName': 'Ash Prime Systems Blueprint', 'rarity': 'Rare', 'chance': 4, 'tablename': 'relics'}
{'relicTier': 'Axi', 'relicName': 'A7', 'relicState': 'Exceptional', 'itemName': 'Fragor Prime Blueprint', 'rarity': 'Uncommon', 'chance': 13, 'tablename': 'relics'}
{'relicTier': 'Axi', 'relicName': 'A7', 'relicState': 'Exceptional', 'itemName': '2X Forma Blueprint', 'rarity': 'Uncommon', 'chance': 13, 'tablename': 'relics'}
{'relicTier': 'Axi', 'relicName': 'A7', 'relicState': 'Exceptional', 'itemName': 'Carrier Prime Systems', 'rarity': 'Uncommon', 'chance': 23.33, 'tablename': 'relics'}
{'relicTier': 'Axi', 'relicName': 'A7', 'relicState': 'Exceptional', 'itemName': 'Braton Prime Blueprint', 'rarity': 'Uncommon', 'chance': 23.33, 'tablename': 'relics'}
{'relicTier': 'Axi', 'relicName': 'A7', 'relicState': 'Exceptional', 'itemName': 'Akstiletto Prime Receiver', 'rarity': 'Uncommon', 'chance': 23.33, 'tablename': 'relics'}
{'relicTier': 'Axi', 'relicName': 'A7', 'relicState': 'Flawless', 'itemName': 'Ash Prime Systems Blueprint', 'rarity': 'Rare', 'chance': 6, 'tablename': 'relics'}
{'relicTier': 'Axi', 'relicName': 'A7', 'relicState': 'Flawless', 'itemName': 'Fragor Prime Blueprint', 'rarity': 'Uncommon', 'chance': 17, 'tablename': 'relics'}
{'relicTier': 'Axi', 'relicName': 'A7', 'relicState': 'Flawless', 'itemName': '2X Forma Blueprint', 'rarity': 'Uncommon', 'chance': 17, 'tablename': 'relics'}
{'relicTier': 'Axi', 'relicName': 'A7', 'relicState': 'Flawless', 'itemName': 'Carrier Prime Systems', 'rarity': 'Uncommon', 'chance': 20, 'tablename': 'relics'}
{'relicTier': 'Axi', 'relicName': 'A7', 'relicState': 'Flawless', 'itemName': 'Braton Prime Blueprint', 'rarity': 'Uncommon', 'chance': 20, 'tablename': 'relics'}
{'relicTier': 'Axi', 'relicName': 'A7', 'relicState': 'Flawless', 'itemName': 'Akstiletto Prime Receiver', 'rarity': 'Uncommon', 'chance': 20, 'tablename': 'relics'}
{'relicTier': 'Axi', 'relicName': 'A7', 'relicState': 'Radiant', 'itemName': 'Ash Prime Systems Blueprint', 'rarity': 'Uncommon', 'chance': 10, 'tablename': 'relics'}
{'relicTier': 'Axi', 'relicName': 'A7', 'relicState': 'Radiant', 'itemName': 'Fragor Prime Blueprint', 'rarity': 'Uncommon', 'chance': 20, 'tablename': 'relics'}
{'relicTier': 'Axi', 'relicName': 'A7', 'relicState': 'Radiant', 'itemName': '2X Forma Blueprint', 'rarity': 'Uncommon', 'chance': 20, 'tablename': 'relics'}
{'relicTier': 'Axi', 'relicName': 'A7', 'relicState': 'Radiant', 'itemName': 'Carrier Prime Systems', 'rarity': 'Uncommon', 'chance': 16.67, 'tablename': 'relics'}
{'relicTier': 'Axi', 'relicName': 'A7', 'relicState': 'Radiant', 'itemName': 'Braton Prime Blueprint', 'rarity': 'Uncommon', 'chance': 16.67, 'tablename': 'relics'}
{'relicTier': 'Axi', 'relicName': 'A7', 'relicState': 'Radiant', 'itemName': 'Akstiletto Prime Receiver', 'rarity': 'Uncommon', 'chance': 16.67, 'tablename': 'relics'}
{'relicTier': 'Axi', 'relicName': 'A8', 'relicState': 'Intact', 'itemName': 'Aksomati Prime Link', 'rarity': 'Rare', 'chance': 2, 'tablename': 'relics'}
{'relicTier': 'Axi', 'relicName': 'A8', 'relicState': 'Intact', 'itemName': 'Gram Prime Blueprint', 'rarity': 'Uncommon', 'chance': 11, 'tablename': 'relics'}
{'relicTier': 'Axi', 'relicName': 'A8', 'relicState': 'Intact', 'itemName': '2X Forma Blueprint', 'rarity': 'Uncommon', 'chance': 11, 'tablename': 'relics'}
{'relicTier': 'Axi', 'relicName': 'A8', 'relicState': 'Intact', 'itemName': 'Pyrana Prime Barrel', 'rarity': 'Uncommon', 'chance': 25.33, 'tablename': 'relics'}
{'relicTier': 'Axi', 'relicName': 'A8', 'relicState': 'Intact', 'itemName': 'Braton Prime Stock', 'rarity': 'Uncommon', 'chance': 25.33, 'tablename': 'relics'}
{'relicTier': 'Axi', 'relicName': 'A8', 'relicState': 'Intact', 'itemName': 'Equinox Prime Chassis Blueprint', 'rarity': 'Uncommon', 'chance': 25.33, 'tablename': 'relics'}
{'relicTier': 'Axi', 'relicName': 'A8', 'relicState': 'Exceptional', 'itemName': 'Aksomati Prime Link', 'rarity': 'Rare', 'chance': 4, 'tablename': 'relics'}
{'relicTier': 'Axi', 'relicName': 'A8', 'relicState': 'Exceptional', 'itemName': 'Gram Prime Blueprint', 'rarity': 'Uncommon', 'chance': 13, 'tablename': 'relics'}
{'relicTier': 'Axi', 'relicName': 'A8', 'relicState': 'Exceptional', 'itemName': '2X Forma Blueprint', 'rarity': 'Uncommon', 'chance': 13, 'tablename': 'relics'}
{'relicTier': 'Axi', 'relicName': 'A8', 'relicState': 'Exceptional', 'itemName': 'Pyrana Prime Barrel', 'rarity': 'Uncommon', 'chance': 23.33, 'tablename': 'relics'}
{'relicTier': 'Axi', 'relicName': 'A8', 'relicState': 'Exceptional', 'itemName': 'Braton Prime Stock', 'rarity': 'Uncommon', 'chance': 23.33, 'tablename': 'relics'}
{'relicTier': 'Axi', 'relicName': 'A8', 'relicState': 'Exceptional', 'itemName': 'Equinox Prime Chassis Blueprint', 'rarity': 'Uncommon', 'chance': 23.33, 'tablename': 'relics'}
{'relicTier': 'Axi', 'relicName': 'A8', 'relicState': 'Flawless', 'itemName': 'Aksomati Prime Link', 'rarity': 'Rare', 'chance': 6, 'tablename': 'relics'}
{'relicTier': 'Axi', 'relicName': 'A8', 'relicState': 'Flawless', 'itemName': 'Gram Prime Blueprint', 'rarity': 'Uncommon', 'chance': 17, 'tablename': 'relics'}
{'relicTier': 'Axi', 'relicName': 'A8', 'relicState': 'Flawless', 'itemName': '2X Forma Blueprint', 'rarity': 'Uncommon', 'chance': 17, 'tablename': 'relics'}
{'relicTier': 'Axi', 'relicName': 'A8', 'relicState': 'Flawless', 'itemName': 'Pyrana Prime Barrel', 'rarity': 'Uncommon', 'chance': 20, 'tablename': 'relics'}
{'relicTier': 'Axi', 'relicName': 'A8', 'relicState': 'Flawless', 'itemName': 'Braton Prime Stock', 'rarity': 'Uncommon', 'chance': 20, 'tablename': 'relics'}
{'relicTier': 'Axi', 'relicName': 'A8', 'relicState': 'Flawless', 'itemName': 'Equinox Prime Chassis Blueprint', 'rarity': 'Uncommon', 'chance': 20, 'tablename': 'relics'}
{'relicTier': 'Axi', 'relicName': 'A8', 'relicState': 'Radiant', 'itemName': 'Aksomati Prime Link', 'rarity': 'Uncommon', 'chance': 10, 'tablename': 'relics'}
{'relicTier': 'Axi', 'relicName': 'A8', 'relicState': 'Radiant', 'itemName': 'Gram Prime Blueprint', 'rarity': 'Uncommon', 'chance': 20, 'tablename': 'relics'}
{'relicTier': 'Axi', 'relicName': 'A8', 'relicState': 'Radiant', 'itemName': '2X Forma Blueprint', 'rarity': 'Uncommon', 'chance': 20, 'tablename': 'relics'}
{'relicTier': 'Axi', 'relicName': 'A8', 'relicState': 'Radiant', 'itemName': 'Pyrana Prime Barrel', 'rarity': 'Uncommon', 'chance': 16.67, 'tablename': 'relics'}
{'relicTier': 'Axi', 'relicName': 'A8', 'relicState': 'Radiant', 'itemName': 'Braton Prime Stock', 'rarity': 'Uncommon', 'chance': 16.67, 'tablename': 'relics'}
{'relicTier': 'Axi', 'relicName': 'A8', 'relicState': 'Radiant', 'itemName': 'Equinox Prime Chassis Blueprint', 'rarity': 'Uncommon', 'chance': 16.67, 'tablename': 'relics'}
{'relicTier': 'Axi', 'relicName': 'A9', 'relicState': 'Intact', 'itemName': 'Atlas Prime Neuroptics Blueprint', 'rarity': 'Rare', 'chance': 2, 'tablename': 'relics'}
{'relicTier': 'Axi', 'relicName': 'A9', 'relicState': 'Intact', 'itemName': 'Ivara Prime Systems Blueprint', 'rarity': 'Uncommon', 'chance': 11, 'tablename': 'relics'}
{'relicTier': 'Axi', 'relicName': 'A9', 'relicState': 'Intact', 'itemName': 'Akbronco Prime Link', 'rarity': 'Uncommon', 'chance': 11, 'tablename': 'relics'}
{'relicTier': 'Axi', 'relicName': 'A9', 'relicState': 'Intact', 'itemName': 'Lex Prime Blueprint', 'rarity': 'Uncommon', 'chance': 25.33, 'tablename': 'relics'}
{'relicTier': 'Axi', 'relicName': 'A9', 'relicState': 'Intact', 'itemName': 'Rubico Prime Stock', 'rarity': 'Uncommon', 'chance': 25.33, 'tablename': 'relics'}
{'relicTier': 'Axi', 'relicName': 'A9', 'relicState': 'Intact', 'itemName': 'Gram Prime Blade', 'rarity': 'Uncommon', 'chance': 25.33, 'tablename': 'relics'}
{'relicTier': 'Axi', 'relicName': 'A9', 'relicState': 'Exceptional', 'itemName': 'Atlas Prime Neuroptics Blueprint', 'rarity': 'Rare', 'chance': 4, 'tablename': 'relics'}
{'relicTier': 'Axi', 'relicName': 'A9', 'relicState': 'Exceptional', 'itemName': 'Ivara Prime Systems Blueprint', 'rarity': 'Uncommon', 'chance': 13, 'tablename': 'relics'}
{'relicTier': 'Axi', 'relicName': 'A9', 'relicState': 'Exceptional', 'itemName': 'Akbronco Prime Link', 'rarity': 'Uncommon', 'chance': 13, 'tablename': 'relics'}
{'relicTier': 'Axi', 'relicName': 'A9', 'relicState': 'Exceptional', 'itemName': 'Lex Prime Blueprint', 'rarity': 'Uncommon', 'chance': 23.33, 'tablename': 'relics'}
{'relicTier': 'Axi', 'relicName': 'A9', 'relicState': 'Exceptional', 'itemName': 'Rubico Prime Stock', 'rarity': 'Uncommon', 'chance': 23.33, 'tablename': 'relics'}
{'relicTier': 'Axi', 'relicName': 'A9', 'relicState': 'Exceptional', 'itemName': 'Gram Prime Blade', 'rarity': 'Uncommon', 'chance': 23.33, 'tablename': 'relics'}
{'relicTier': 'Axi', 'relicName': 'A9', 'relicState': 'Flawless', 'itemName': 'Atlas Prime Neuroptics Blueprint', 'rarity': 'Rare', 'chance': 6, 'tablename': 'relics'}
{'relicTier': 'Axi', 'relicName': 'A9', 'relicState': 'Flawless', 'itemName': 'Ivara Prime Systems Blueprint', 'rarity': 'Uncommon', 'chance': 17, 'tablename': 'relics'}
{'relicTier': 'Axi', 'relicName': 'A9', 'relicState': 'Flawless', 'itemName': 'Akbronco Prime Link', 'rarity': 'Uncommon', 'chance': 17, 'tablename': 'relics'}
{'relicTier': 'Axi', 'relicName': 'A9', 'relicState': 'Flawless', 'itemName': 'Lex Prime Blueprint', 'rarity': 'Uncommon', 'chance': 20, 'tablename': 'relics'}
{'relicTier': 'Axi', 'relicName': 'A9', 'relicState': 'Flawless', 'itemName': 'Rubico Prime Stock', 'rarity': 'Uncommon', 'chance': 20, 'tablename': 'relics'}
{'relicTier': 'Axi', 'relicName': 'A9', 'relicState': 'Flawless', 'itemName': 'Gram Prime Blade', 'rarity': 'Uncommon', 'chance': 20, 'tablename': 'relics'}
{'relicTier': 'Axi', 'relicName': 'A9', 'relicState': 'Radiant', 'itemName': 'Atlas Prime Neuroptics Blueprint', 'rarity': 'Uncommon', 'chance': 10, 'tablename': 'relics'}
{'relicTier': 'Axi', 'relicName': 'A9', 'relicState': 'Radiant', 'itemName': 'Ivara Prime Systems Blueprint', 'rarity': 'Uncommon', 'chance': 20, 'tablename': 'relics'}
{'relicTier': 'Axi', 'relicName': 'A9', 'relicState': 'Radiant', 'itemName': 'Akbronco Prime Link', 'rarity': 'Uncommon', 'chance': 20, 'tablename': 'relics'}
{'relicTier': 'Axi', 'relicName': 'A9', 'relicState': 'Radiant', 'itemName': 'Lex Prime Blueprint', 'rarity': 'Uncommon', 'chance': 16.67, 'tablename': 'relics'}
{'relicTier': 'Axi', 'relicName': 'A9', 'relicState': 'Radiant', 'itemName': 'Rubico Prime Stock', 'rarity': 'Uncommon', 'chance': 16.67, 'tablename': 'relics'}
{'relicTier': 'Axi', 'relicName': 'A9', 'relicState': 'Radiant', 'itemName': 'Gram Prime Blade', 'rarity': 'Uncommon', 'chance': 16.67, 'tablename': 'relics'}
{'relicTier': 'Axi', 'relicName': 'B1', 'relicState': 'Intact', 'itemName': 'Banshee Prime Systems Blueprint', 'rarity': 'Rare', 'chance': 2, 'tablename': 'relics'}
{'relicTier': 'Axi', 'relicName': 'B1', 'relicState': 'Intact', 'itemName': 'Cernos Prime Blueprint', 'rarity': 'Uncommon', 'chance': 11, 'tablename': 'relics'}
