{'itemName': 'Target Acquired', 'enemyName': 'Tusk Thumper Bull', 'enemyModDropChance': 15, 'rarity': 'Uncommon', 'chance': 12.5, 'tablename': 'modLocations'}
{'itemName': 'Fast Hands', 'enemyName': 'Ghoul Rictus', 'enemyModDropChance': 10, 'rarity': 'Uncommon', 'chance': 18.97, 'tablename': 'modLocations'}
{'itemName': 'Fast Hands', 'enemyName': 'Drahk Master', 'enemyModDropChance': 3, 'rarity': 'Uncommon', 'chance': 18.97, 'tablename': 'modLocations'}
{'itemName': 'Fast Hands', 'enemyName': 'Hyekka Master', 'enemyModDropChance': 3, 'rarity': 'Uncommon', 'chance': 25.29, 'tablename': 'modLocations'}
{'itemName': 'Fast Hands', 'enemyName': 'Frontier Bailiff', 'enemyModDropChance': 3, 'rarity': 'Uncommon', 'chance': 18.97, 'tablename': 'modLocations'}
{'itemName': 'Fast Hands', 'enemyName': 'Bailiff', 'enemyModDropChance': 3, 'rarity': 'Uncommon', 'chance': 18.97, 'tablename': 'modLocations'}
{'itemName': 'Fast Hands', 'enemyName': 'Butcher', 'enemyModDropChance': 3, 'rarity': 'Uncommon', 'chance': 18.97, 'tablename': 'modLocations'}
{'itemName': 'Fast Hands', 'enemyName': 'Grineer Manic', 'enemyModDropChance': 50, 'rarity': 'Uncommon', 'chance': 18.97, 'tablename': 'modLocations'}
{'itemName': 'Fast Hands', 'enemyName': 'Drekar Butcher', 'enemyModDropChance': 3, 'rarity': 'Uncommon', 'chance': 18.97, 'tablename': 'modLocations'}
{'itemName': 'Fast Hands', 'enemyName': 'Drekar Manic', 'enemyModDropChance': 3, 'rarity': 'Uncommon', 'chance': 18.97, 'tablename': 'modLocations'}
{'itemName': 'Spring-Loaded Blade', 'enemyName': 'Tusk Thumper Doma', 'enemyModDropChance': 15, 'rarity': 'Uncommon', 'chance': 12.5, 'tablename': 'modLocations'}
{'itemName': 'Spring-Loaded Blade', 'enemyName': 'Plains Commander', 'enemyModDropChance': 100, 'rarity': 'Legendary', 'chance': 0.5, 'tablename': 'modLocations'}
{'itemName': 'Spring-Loaded Blade', 'enemyName': 'Narmer Thumper Doma', 'enemyModDropChance': 15, 'rarity': 'Uncommon', 'chance': 12.5, 'tablename': 'modLocations'}
{'itemName': 'Metal Fiber', 'enemyName': 'Vapos Prod Crewman', 'enemyModDropChance': 3, 'rarity': 'Common', 'chance': 37.94, 'tablename': 'modLocations'}
{'itemName': 'Metal Fiber', 'enemyName': 'Taro Stropha Crewman', 'enemyModDropChance': 3, 'rarity': 'Common', 'chance': 37.94, 'tablename': 'modLocations'}
{'itemName': 'Metal Fiber', 'enemyName': 'Orm Stropha Crewman', 'enemyModDropChance': 3, 'rarity': 'Common', 'chance': 37.94, 'tablename': 'modLocations'}
{'itemName': 'Metal Fiber', 'enemyName': 'Axio Stropha Crewman', 'enemyModDropChance': 3, 'rarity': 'Common', 'chance': 37.94, 'tablename': 'modLocations'}
{'itemName': 'Metal Fiber', 'enemyName': 'Vorac Stropha Crewman', 'enemyModDropChance': 3, 'rarity': 'Common', 'chance': 37.94, 'tablename': 'modLocations'}
{'itemName': 'Metal Fiber', 'enemyName': 'Juno Malleus Machinist', 'enemyModDropChance': 3, 'rarity': 'Common', 'chance': 75.88, 'tablename': 'modLocations'}
{'itemName': 'Metal Fiber', 'enemyName': 'Corpus Power Carrier', 'enemyModDropChance': 5, 'rarity': 'Common', 'chance': 34.47, 'tablename': 'modLocations'}
{'itemName': 'Metal Fiber', 'enemyName': 'Prod Crewman', 'enemyModDropChance': 3, 'rarity': 'Common', 'chance': 37.94, 'tablename': 'modLocations'}
{'itemName': 'Metal Fiber', 'enemyName': 'Nul Comba', 'enemyModDropChance': 5, 'rarity': 'Common', 'chance': 37.94, 'tablename': 'modLocations'}
{'itemName': 'Metal Fiber', 'enemyName': 'Sap Comba', 'enemyModDropChance': 5, 'rarity': 'Common', 'chance': 37.94, 'tablename': 'modLocations'}
{'itemName': 'Metal Fiber', 'enemyName': 'Slo Comba', 'enemyModDropChance': 5, 'rarity': 'Common', 'chance': 37.94, 'tablename': 'modLocations'}
{'itemName': 'Metal Fiber', 'enemyName': 'Fog Comba', 'enemyModDropChance': 5, 'rarity': 'Common', 'chance': 37.94, 'tablename': 'modLocations'}
{'itemName': 'Metal Fiber', 'enemyName': 'Narmer Prod Crewman', 'enemyModDropChance': 3, 'rarity': 'Common', 'chance': 37.94, 'tablename': 'modLocations'}
{'itemName': 'Metal Fiber', 'enemyName': 'Terra Detron Crewman', 'enemyModDropChance': 5, 'rarity': 'Common', 'chance': 37.94, 'tablename': 'modLocations'}
{'itemName': 'Metal Fiber', 'enemyName': 'Terra Research Crewman', 'enemyModDropChance': 5, 'rarity': 'Common', 'chance': 37.94, 'tablename': 'modLocations'}
{'itemName': 'Metal Fiber', 'enemyName': 'Terra Elite Crewman', 'enemyModDropChance': 5, 'rarity': 'Common', 'chance': 37.94, 'tablename': 'modLocations'}
{'itemName': 'Metal Fiber', 'enemyName': 'Terra Crewman', 'enemyModDropChance': 5, 'rarity': 'Common', 'chance': 37.94, 'tablename': 'modLocations'}
{'itemName': 'Metal Fiber', 'enemyName': 'Terra Crewman', 'enemyModDropChance': 20, 'rarity': 'Common', 'chance': 37.94, 'tablename': 'modLocations'}
{'itemName': 'Metal Fiber', 'enemyName': 'Terra Plasmor Crewman', 'enemyModDropChance': 5, 'rarity': 'Common', 'chance': 37.94, 'tablename': 'modLocations'}
{'itemName': 'Metal Fiber', 'enemyName': 'Terra Plasmor Crewman', 'enemyModDropChance': 20, 'rarity': 'Common', 'chance': 37.94, 'tablename': 'modLocations'}
{'itemName': 'Metal Fiber', 'enemyName': 'Terra Sniper Crewman', 'enemyModDropChance': 5, 'rarity': 'Common', 'chance': 37.94, 'tablename': 'modLocations'}
{'itemName': 'Metal Fiber', 'enemyName': 'Terra Sniper Crewman', 'enemyModDropChance': 20, 'rarity': 'Common', 'chance': 37.94, 'tablename': 'modLocations'}
{'itemName': 'Metal Fiber', 'enemyName': 'Orb Vallis - Temple of Profit Enemies', 'enemyModDropChance': 5, 'rarity': 'Uncommon', 'chance': 25.29, 'tablename': 'modLocations'}
{'itemName': 'Territorial Aggression', 'enemyName': 'Kavat', 'enemyModDropChance': 20, 'rarity': 'Uncommon', 'chance': 30.56, 'tablename': 'modLocations'}
{'itemName': 'Deadly Efficiency', 'enemyName': 'Exo Raider', 'enemyModDropChance': 5, 'rarity': 'Rare', 'chance': 2.01, 'tablename': 'modLocations'}
{'itemName': 'Deadly Efficiency', 'enemyName': 'Exo Raider Carver', 'enemyModDropChance': 5, 'rarity': 'Rare', 'chance': 2.01, 'tablename': 'modLocations'}
{'itemName': 'Deadly Efficiency', 'enemyName': 'Exo Raider Eviscerator', 'enemyModDropChance': 5, 'rarity': 'Rare', 'chance': 2.01, 'tablename': 'modLocations'}
{'itemName': 'Deadly Efficiency', 'enemyName': 'Exo Butcher', 'enemyModDropChance': 5, 'rarity': 'Rare', 'chance': 1.68, 'tablename': 'modLocations'}
{'itemName': 'Deadly Efficiency', 'enemyName': 'Exo Elite Lancer', 'enemyModDropChance': 5, 'rarity': 'Rare', 'chance': 1.68, 'tablename': 'modLocations'}
{'itemName': 'Deadly Efficiency', 'enemyName': 'Exo Roller Sentry', 'enemyModDropChance': 5, 'rarity': 'Rare', 'chance': 1.68, 'tablename': 'modLocations'}
{'itemName': 'Thumper', 'enemyName': 'Corrupted Lancer', 'enemyModDropChance': 3, 'rarity': 'Common', 'chance': 37.94, 'tablename': 'modLocations'}
{'itemName': 'Thumper', 'enemyName': 'Corrupted Butcher', 'enemyModDropChance': 3, 'rarity': 'Common', 'chance': 37.94, 'tablename': 'modLocations'}
{'itemName': 'Quick Thinking', 'enemyName': 'Corrupted Ancient', 'enemyModDropChance': 3, 'rarity': 'Rare', 'chance': 1.01, 'tablename': 'modLocations'}
{'itemName': 'Gunslinger', 'enemyName': 'Tusk Napalm', 'enemyModDropChance': 3, 'rarity': 'Rare', 'chance': 5.53, 'tablename': 'modLocations'}
{'itemName': 'Gunslinger', 'enemyName': 'Elite Shield Lancer', 'enemyModDropChance': 5, 'rarity': 'Common', 'chance': 45.83, 'tablename': 'modLocations'}
{'itemName': 'Gunslinger', 'enemyName': 'Eidolon Hydrolyst', 'enemyModDropChance': 100, 'rarity': 'Uncommon', 'chance': 22.22, 'tablename': 'modLocations'}
{'itemName': 'Gunslinger', 'enemyName': 'Alad V', 'enemyModDropChance': 100, 'rarity': 'Uncommon', 'chance': 11.06, 'tablename': 'modLocations'}
{'itemName': 'Gunslinger', 'enemyName': 'Captain Vor', 'enemyModDropChance': 100, 'rarity': 'Uncommon', 'chance': 11.06, 'tablename': 'modLocations'}
{'itemName': 'Gunslinger', 'enemyName': 'Kuva Napalm', 'enemyModDropChance': 3, 'rarity': 'Rare', 'chance': 5.53, 'tablename': 'modLocations'}
{'itemName': 'Gunslinger', 'enemyName': 'Napalm', 'enemyModDropChance': 3, 'rarity': 'Rare', 'chance': 5.53, 'tablename': 'modLocations'}
{'itemName': 'Gunslinger', 'enemyName': 'Mutalist Alad V', 'enemyModDropChance': 100, 'rarity': 'Uncommon', 'chance': 11.06, 'tablename': 'modLocations'}
{'itemName': 'Gunslinger', 'enemyName': 'Scavenger Drone', 'enemyModDropChance': 3, 'rarity': 'Uncommon', 'chance': 11.28, 'tablename': 'modLocations'}
{'itemName': 'Gunslinger', 'enemyName': 'Narmer Scavenger Drone', 'enemyModDropChance': 3, 'rarity': 'Uncommon', 'chance': 11.28, 'tablename': 'modLocations'}
{'itemName': 'Gunslinger', 'enemyName': 'Narmer Napalm', 'enemyModDropChance': 3, 'rarity': 'Rare', 'chance': 5.53, 'tablename': 'modLocations'}
{'itemName': 'Bite', 'enemyName': 'Tamm', 'enemyModDropChance': 3, 'rarity': 'Legendary', 'chance': 0.22, 'tablename': 'modLocations'}
{'itemName': 'Bite', 'enemyName': 'Corrupted Drahk', 'enemyModDropChance': 3, 'rarity': 'Legendary', 'chance': 0.22, 'tablename': 'modLocations'}
{'itemName': 'Bite', 'enemyName': 'Kubrow', 'enemyModDropChance': 3, 'rarity': 'Legendary', 'chance': 0.22, 'tablename': 'modLocations'}
{'itemName': 'Bite', 'enemyName': 'Kuva Drahk', 'enemyModDropChance': 3, 'rarity': 'Legendary', 'chance': 0.22, 'tablename': 'modLocations'}
{'itemName': 'Bite', 'enemyName': 'Drahk', 'enemyModDropChance': 3, 'rarity': 'Legendary', 'chance': 0.22, 'tablename': 'modLocations'}
{'itemName': 'Link Vitality', 'enemyName': 'Tamm', 'enemyModDropChance': 3, 'rarity': 'Rare', 'chance': 3.69, 'tablename': 'modLocations'}
{'itemName': 'Link Vitality', 'enemyName': 'Corrupted Drahk', 'enemyModDropChance': 3, 'rarity': 'Rare', 'chance': 3.69, 'tablename': 'modLocations'}
{'itemName': 'Link Vitality', 'enemyName': 'Kubrow', 'enemyModDropChance': 3, 'rarity': 'Rare', 'chance': 3.69, 'tablename': 'modLocations'}
{'itemName': 'Link Vitality', 'enemyName': 'Kuva Drahk', 'enemyModDropChance': 3, 'rarity': 'Rare', 'chance': 3.69, 'tablename': 'modLocations'}
{'itemName': 'Link Vitality', 'enemyName': 'Drahk', 'enemyModDropChance': 3, 'rarity': 'Rare', 'chance': 3.69, 'tablename': 'modLocations'}
{'itemName': 'Lasting Sting', 'enemyName': 'Leaping Thrasher', 'enemyModDropChance': 4.5, 'rarity': 'Uncommon', 'chance': 25.29, 'tablename': 'modLocations'}
{'itemName': 'Lasting Sting', 'enemyName': 'Brood Mother', 'enemyModDropChance': 3, 'rarity': 'Uncommon', 'chance': 25.29, 'tablename': 'modLocations'}
{'itemName': 'Lasting Sting', 'enemyName': 'Ancient Disruptor', 'enemyModDropChance': 3, 'rarity': 'Uncommon', 'chance': 25.29, 'tablename': 'modLocations'}
{'itemName': 'Lasting Sting', 'enemyName': 'Tar Mutalist Moa', 'enemyModDropChance': 3, 'rarity': 'Uncommon', 'chance': 25.29, 'tablename': 'modLocations'}
{'itemName': 'Lasting Sting', 'enemyName': 'Deimos Therid', 'enemyModDropChance': 3, 'rarity': 'Uncommon', 'chance': 25.29, 'tablename': 'modLocations'}
{'itemName': 'Lasting Sting', 'enemyName': 'Deimos Leaping Thrasher', 'enemyModDropChance': 4.5, 'rarity': 'Uncommon', 'chance': 25.29, 'tablename': 'modLocations'}
{'itemName': 'Lasting Sting', 'enemyName': 'Deimos Carnis', 'enemyModDropChance': 4.5, 'rarity': 'Uncommon', 'chance': 25.29, 'tablename': 'modLocations'}
{'itemName': 'Lasting Sting', 'enemyName': 'Deimos Jugulus', 'enemyModDropChance': 4.5, 'rarity': 'Uncommon', 'chance': 25.29, 'tablename': 'modLocations'}
{'itemName': 'Lasting Sting', 'enemyName': 'Deimos Brood Mother', 'enemyModDropChance': 3, 'rarity': 'Uncommon', 'chance': 25.29, 'tablename': 'modLocations'}
{'itemName': 'Lasting Sting', 'enemyName': 'Deimos Saxum', 'enemyModDropChance': 4.5, 'rarity': 'Uncommon', 'chance': 25.29, 'tablename': 'modLocations'}
{'itemName': 'Cryo Rounds', 'enemyName': 'Vapos Shockwave Moa', 'enemyModDropChance': 3, 'rarity': 'Uncommon', 'chance': 11.06, 'tablename': 'modLocations'}
{'itemName': 'Cryo Rounds', 'enemyName': 'Taro Shockwave Moa', 'enemyModDropChance': 3, 'rarity': 'Uncommon', 'chance': 11.06, 'tablename': 'modLocations'}
{'itemName': 'Cryo Rounds', 'enemyName': 'Orm Shockwave Moa', 'enemyModDropChance': 3, 'rarity': 'Uncommon', 'chance': 11.06, 'tablename': 'modLocations'}
{'itemName': 'Cryo Rounds', 'enemyName': 'Axio Shockwave Moa', 'enemyModDropChance': 3, 'rarity': 'Uncommon', 'chance': 11.06, 'tablename': 'modLocations'}
{'itemName': 'Cryo Rounds', 'enemyName': 'Vorac Shockwave Moa', 'enemyModDropChance': 3, 'rarity': 'Uncommon', 'chance': 11.06, 'tablename': 'modLocations'}
{'itemName': 'Cryo Rounds', 'enemyName': 'Derivator Crewman', 'enemyModDropChance': 3, 'rarity': 'Rare', 'chance': 7.37, 'tablename': 'modLocations'}
{'itemName': 'Cryo Rounds', 'enemyName': 'Juno Glaxion Moa', 'enemyModDropChance': 3, 'rarity': 'Uncommon', 'chance': 11.06, 'tablename': 'modLocations'}
{'itemName': 'Cryo Rounds', 'enemyName': 'Test Moa', 'enemyModDropChance': 3, 'rarity': 'Uncommon', 'chance': 11.06, 'tablename': 'modLocations'}
{'itemName': 'Cryo Rounds', 'enemyName': 'Councilor Vay Hek', 'enemyModDropChance': 100, 'rarity': 'Rare', 'chance': 4.42, 'tablename': 'modLocations'}
{'itemName': 'Cryo Rounds', 'enemyName': 'Artificer', 'enemyModDropChance': 100, 'rarity': 'Rare', 'chance': 4.42, 'tablename': 'modLocations'}
{'itemName': 'Cryo Rounds', 'enemyName': 'Lt Lech Kril', 'enemyModDropChance': 100, 'rarity': 'Uncommon', 'chance': 22.92, 'tablename': 'modLocations'}
{'itemName': 'Cryo Rounds', 'enemyName': 'Phorid', 'enemyModDropChance': 100, 'rarity': 'Rare', 'chance': 5.64, 'tablename': 'modLocations'}
{'itemName': 'Cryo Rounds', 'enemyName': 'Shockwave Moa', 'enemyModDropChance': 3, 'rarity': 'Uncommon', 'chance': 11.06, 'tablename': 'modLocations'}
{'itemName': 'Cryo Rounds', 'enemyName': 'Tyl Regor', 'enemyModDropChance': 100, 'rarity': 'Rare', 'chance': 7.52, 'tablename': 'modLocations'}
{'itemName': 'Cryo Rounds', 'enemyName': 'Vay Hek Terra Frame', 'enemyModDropChance': 100, 'rarity': 'Rare', 'chance': 4.42, 'tablename': 'modLocations'}
{'itemName': 'Cryo Rounds', 'enemyName': 'Narmer Glaxion Moa', 'enemyModDropChance': 3, 'rarity': 'Uncommon', 'chance': 11.06, 'tablename': 'modLocations'}
{'itemName': 'Cryo Rounds', 'enemyName': 'Narmer Shockwave Moa', 'enemyModDropChance': 3, 'rarity': 'Uncommon', 'chance': 11.06, 'tablename': 'modLocations'}
{'itemName': 'Cryo Rounds', 'enemyName': 'Breacher Moa', 'enemyModDropChance': 3, 'rarity': 'Uncommon', 'chance': 11.06, 'tablename': 'modLocations'}
{'itemName': 'Cryo Rounds', 'enemyName': 'Orb Vallis - Temple of Profit Enemies', 'enemyModDropChance': 5, 'rarity': 'Rare', 'chance': 3.69, 'tablename': 'modLocations'}
{'itemName': 'Cryo Rounds', 'enemyName': 'Orb Vallis - Enrichment Labs Enemies', 'enemyModDropChance': 5, 'rarity': 'Rare', 'chance': 2.75, 'tablename': 'modLocations'}
{'itemName': 'Cryo Rounds', 'enemyName': 'Orb Vallis - Spaceport Enemies', 'enemyModDropChance': 5, 'rarity': 'Rare', 'chance': 2.81, 'tablename': 'modLocations'}
{'itemName': 'Necramech Continuity', 'enemyName': 'Nechramech (Tier 2)', 'enemyModDropChance': 15, 'rarity': 'Uncommon', 'chance': 11.06, 'tablename': 'modLocations'}
{'itemName': 'Precision Intensify', 'enemyName': 'The Anatomizer', 'enemyModDropChance': 3, 'rarity': 'Uncommon', 'chance': 10.2, 'tablename': 'modLocations'}
{'itemName': 'Precision Intensify', 'enemyName': 'The Fragmented Suzerain', 'enemyModDropChance': 3, 'rarity': 'Uncommon', 'chance': 20.2, 'tablename': 'modLocations'}
{'itemName': 'Precision Intensify', 'enemyName': 'The Hollow Vein', 'enemyModDropChance': 3, 'rarity': 'Rare', 'chance': 9.91, 'tablename': 'modLocations'}
{'itemName': 'Precision Intensify', 'enemyName': 'The Severed Warden', 'enemyModDropChance': 3, 'rarity': 'Uncommon', 'chance': 10.2, 'tablename': 'modLocations'}
{'itemName': 'Pistol Elementalist', 'enemyName': 'Juno Sapper Moa', 'enemyModDropChance': 3, 'rarity': 'Uncommon', 'chance': 14.29, 'tablename': 'modLocations'}
{'itemName': 'Wise Razor', 'enemyName': 'Coolant Raknoid', 'enemyModDropChance': 30, 'rarity': 'Rare', 'chance': 3.22, 'tablename': 'modLocations'}
{'itemName': 'Bore', 'enemyName': 'Eidolon Gantulyst', 'enemyModDropChance': 100, 'rarity': 'Legendary', 'chance': 0.84, 'tablename': 'modLocations'}
{'itemName': 'Guardian Derision', 'enemyName': 'Vapos Prod Crewman', 'enemyModDropChance': 3, 'rarity': 'Legendary', 'chance': 0.5, 'tablename': 'modLocations'}
{'itemName': 'Guardian Derision', 'enemyName': 'Taro Stropha Crewman', 'enemyModDropChance': 3, 'rarity': 'Legendary', 'chance': 0.5, 'tablename': 'modLocations'}
{'itemName': 'Guardian Derision', 'enemyName': 'Orm Stropha Crewman', 'enemyModDropChance': 3, 'rarity': 'Legendary', 'chance': 0.5, 'tablename': 'modLocations'}
{'itemName': 'Guardian Derision', 'enemyName': 'Axio Stropha Crewman', 'enemyModDropChance': 3, 'rarity': 'Legendary', 'chance': 0.5, 'tablename': 'modLocations'}
{'itemName': 'Guardian Derision', 'enemyName': 'Vorac Stropha Crewman', 'enemyModDropChance': 3, 'rarity': 'Legendary', 'chance': 0.5, 'tablename': 'modLocations'}
{'itemName': 'Guardian Derision', 'enemyName': 'Elite Shield Lancer', 'enemyModDropChance': 5, 'rarity': 'Rare', 'chance': 2.78, 'tablename': 'modLocations'}
{'itemName': 'Guardian Derision', 'enemyName': 'Kuva Trokarian', 'enemyModDropChance': 3, 'rarity': 'Rare', 'chance': 2.01, 'tablename': 'modLocations'}
{'itemName': 'Guardian Derision', 'enemyName': 'Juno Malleus Machinist', 'enemyModDropChance': 3, 'rarity': 'Legendary', 'chance': 0.5, 'tablename': 'modLocations'}
{'itemName': 'Guardian Derision', 'enemyName': 'Corpus Power Carrier', 'enemyModDropChance': 5, 'rarity': 'Legendary', 'chance': 0.97, 'tablename': 'modLocations'}
{'itemName': 'Guardian Derision', 'enemyName': 'Prod Crewman', 'enemyModDropChance': 3, 'rarity': 'Legendary', 'chance': 0.5, 'tablename': 'modLocations'}
{'itemName': 'Guardian Derision', 'enemyName': 'Nul Comba', 'enemyModDropChance': 5, 'rarity': 'Legendary', 'chance': 0.5, 'tablename': 'modLocations'}
{'itemName': 'Guardian Derision', 'enemyName': 'Sap Comba', 'enemyModDropChance': 5, 'rarity': 'Legendary', 'chance': 0.5, 'tablename': 'modLocations'}
{'itemName': 'Guardian Derision', 'enemyName': 'Slo Comba', 'enemyModDropChance': 5, 'rarity': 'Legendary', 'chance': 0.5, 'tablename': 'modLocations'}
{'itemName': 'Guardian Derision', 'enemyName': 'Fog Comba', 'enemyModDropChance': 5, 'rarity': 'Legendary', 'chance': 0.5, 'tablename': 'modLocations'}
{'itemName': 'Guardian Derision', 'enemyName': 'Narmer Prod Crewman', 'enemyModDropChance': 3, 'rarity': 'Legendary', 'chance': 0.5, 'tablename': 'modLocations'}
{'itemName': 'Guardian Derision', 'enemyName': 'Terra Detron Crewman', 'enemyModDropChance': 5, 'rarity': 'Legendary', 'chance': 0.5, 'tablename': 'modLocations'}
{'itemName': 'Guardian Derision', 'enemyName': 'Terra Research Crewman', 'enemyModDropChance': 5, 'rarity': 'Legendary', 'chance': 0.5, 'tablename': 'modLocations'}
{'itemName': 'Guardian Derision', 'enemyName': 'Terra Elite Crewman', 'enemyModDropChance': 5, 'rarity': 'Legendary', 'chance': 0.5, 'tablename': 'modLocations'}
{'itemName': 'Guardian Derision', 'enemyName': 'Terra Crewman', 'enemyModDropChance': 5, 'rarity': 'Legendary', 'chance': 0.5, 'tablename': 'modLocations'}
{'itemName': 'Guardian Derision', 'enemyName': 'Terra Crewman', 'enemyModDropChance': 20, 'rarity': 'Legendary', 'chance': 0.5, 'tablename': 'modLocations'}
{'itemName': 'Guardian Derision', 'enemyName': 'Terra Plasmor Crewman', 'enemyModDropChance': 5, 'rarity': 'Legendary', 'chance': 0.5, 'tablename': 'modLocations'}
{'itemName': 'Guardian Derision', 'enemyName': 'Terra Plasmor Crewman', 'enemyModDropChance': 20, 'rarity': 'Legendary', 'chance': 0.5, 'tablename': 'modLocations'}
{'itemName': 'Guardian Derision', 'enemyName': 'Terra Sniper Crewman', 'enemyModDropChance': 5, 'rarity': 'Legendary', 'chance': 0.5, 'tablename': 'modLocations'}
{'itemName': 'Guardian Derision', 'enemyName': 'Terra Sniper Crewman', 'enemyModDropChance': 20, 'rarity': 'Legendary', 'chance': 0.5, 'tablename': 'modLocations'}
{'itemName': 'Berserker Fury', 'enemyName': 'Corrupted Ancient', 'enemyModDropChance': 3, 'rarity': 'Rare', 'chance': 1.01, 'tablename': 'modLocations'}
{'itemName': 'Berserker Fury', 'enemyName': 'Infested Mesa', 'enemyModDropChance': 3, 'rarity': 'Uncommon', 'chance': 20, 'tablename': 'modLocations'}
{'itemName': 'Berserker Fury', 'enemyName': 'Tenno Specter', 'enemyModDropChance': 3, 'rarity': 'Uncommon', 'chance': 20, 'tablename': 'modLocations'}
{'itemName': 'Berserker Fury', 'enemyName': 'Chroma', 'enemyModDropChance': 3, 'rarity': 'Uncommon', 'chance': 20, 'tablename': 'modLocations'}
{'itemName': 'Dual Rounds', 'enemyName': 'Vapos Aquila', 'enemyModDropChance': 20, 'rarity': 'Rare', 'chance': 2.01, 'tablename': 'modLocations'}
{'itemName': 'Dual Rounds', 'enemyName': 'Ogma', 'enemyModDropChance': 25, 'rarity': 'Rare', 'chance': 1.01, 'tablename': 'modLocations'}
{'itemName': 'Dual Rounds', 'enemyName': 'Shield-Hellion Dargyn', 'enemyModDropChance': 20, 'rarity': 'Rare', 'chance': 2.01, 'tablename': 'modLocations'}
{'itemName': 'Dual Rounds', 'enemyName': 'Courier', 'enemyModDropChance': 30, 'rarity': 'Rare', 'chance': 2.01, 'tablename': 'modLocations'}
{'itemName': 'Dual Rounds', 'enemyName': 'Comet Shard', 'enemyModDropChance': 20, 'rarity': 'Rare', 'chance': 2.01, 'tablename': 'modLocations'}
{'itemName': 'Dual Rounds', 'enemyName': 'Gyre Gokstad Officer', 'enemyModDropChance': 5, 'rarity': 'Rare', 'chance': 1.75, 'tablename': 'modLocations'}
{'itemName': 'Dual Rounds', 'enemyName': 'Gyre Gokstad Pilot', 'enemyModDropChance': 5, 'rarity': 'Rare', 'chance': 1.75, 'tablename': 'modLocations'}
{'itemName': 'Dual Rounds', 'enemyName': 'Gyre Roller Sentry', 'enemyModDropChance': 5, 'rarity': 'Rare', 'chance': 1.75, 'tablename': 'modLocations'}
{'itemName': 'Cleanse Grineer', 'enemyName': 'Vapos Tech', 'enemyModDropChance': 3, 'rarity': 'Rare', 'chance': 5.53, 'tablename': 'modLocations'}
{'itemName': 'Cleanse Grineer', 'enemyName': 'Vapos Tech Ranger', 'enemyModDropChance': 10, 'rarity': 'Rare', 'chance': 4.42, 'tablename': 'modLocations'}
{'itemName': 'Cleanse Grineer', 'enemyName': 'Vapos Elite Ranger', 'enemyModDropChance': 10, 'rarity': 'Rare', 'chance': 4.42, 'tablename': 'modLocations'}
{'itemName': 'Cleanse Grineer', 'enemyName': 'Vapos Nullifier Ranger', 'enemyModDropChance': 10, 'rarity': 'Rare', 'chance': 4.42, 'tablename': 'modLocations'}
{'itemName': 'Cleanse Grineer', 'enemyName': 'Vapos Detron Ranger', 'enemyModDropChance': 10, 'rarity': 'Rare', 'chance': 4.42, 'tablename': 'modLocations'}
{'itemName': 'Cleanse Grineer', 'enemyName': 'Vapos Sniper Ranger', 'enemyModDropChance': 10, 'rarity': 'Rare', 'chance': 4.42, 'tablename': 'modLocations'}
{'itemName': 'Cleanse Grineer', 'enemyName': 'Taro Ranger Crewman', 'enemyModDropChance': 10, 'rarity': 'Rare', 'chance': 4.42, 'tablename': 'modLocations'}
{'itemName': 'Cleanse Grineer', 'enemyName': 'Optio', 'enemyModDropChance': 3, 'rarity': 'Rare', 'chance': 5.53, 'tablename': 'modLocations'}
{'itemName': 'Cleanse Grineer', 'enemyName': 'Orm Ranger Crewman', 'enemyModDropChance': 10, 'rarity': 'Rare', 'chance': 4.42, 'tablename': 'modLocations'}
{'itemName': 'Cleanse Grineer', 'enemyName': 'Axio Ranger Crewman', 'enemyModDropChance': 10, 'rarity': 'Rare', 'chance': 4.42, 'tablename': 'modLocations'}
{'itemName': 'Cleanse Grineer', 'enemyName': 'Vorac Ranger Crewman', 'enemyModDropChance': 10, 'rarity': 'Rare', 'chance': 4.42, 'tablename': 'modLocations'}
{'itemName': 'Cleanse Grineer', 'enemyName': 'Demolisher Devourer', 'enemyModDropChance': 15, 'rarity': 'Uncommon', 'chance': 25, 'tablename': 'modLocations'}
{'itemName': 'Cleanse Grineer', 'enemyName': 'Demolisher Expired', 'enemyModDropChance': 15, 'rarity': 'Uncommon', 'chance': 25, 'tablename': 'modLocations'}
{'itemName': 'Cleanse Grineer', 'enemyName': 'Demolisher Bailiff', 'enemyModDropChance': 15, 'rarity': 'Uncommon', 'chance': 25, 'tablename': 'modLocations'}
{'itemName': 'Cleanse Grineer', 'enemyName': 'Demolisher Heavy Gunner', 'enemyModDropChance': 15, 'rarity': 'Uncommon', 'chance': 25, 'tablename': 'modLocations'}
{'itemName': 'Cleanse Grineer', 'enemyName': 'Demolisher Nox', 'enemyModDropChance': 15, 'rarity': 'Uncommon', 'chance': 25, 'tablename': 'modLocations'}
{'itemName': 'Cleanse Grineer', 'enemyName': 'Demolisher Kuva Guardian', 'enemyModDropChance': 15, 'rarity': 'Uncommon', 'chance': 25, 'tablename': 'modLocations'}
{'itemName': 'Cleanse Grineer', 'enemyName': 'Corpus Tech', 'enemyModDropChance': 3, 'rarity': 'Rare', 'chance': 5.53, 'tablename': 'modLocations'}
{'itemName': 'Cleanse Grineer', 'enemyName': 'Corpus Warden', 'enemyModDropChance': 3, 'rarity': 'Rare', 'chance': 5.53, 'tablename': 'modLocations'}
